customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
3024-YMJ,Male,1,Yes,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,43.48,2877.16,Yes
6213-UYF,Male,0,No,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,68.05,2120.13,No
9641-RFC,Male,0,No,Yes,33,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),70.82,2328.91,No
2245-CFU,Female,0,No,No,46,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,75.84,3483.02,No
3770-IOF,Male,0,Yes,No,14,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,35.75,532.49,Yes
5068-KAV,Male,1,Yes,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,40.74,2515.18,No
1441-TSJ,Female,0,Yes,No,56,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,One year,No,Electronic check,102.96,5749.47,No
8408-NUU,Male,1,No,Yes,46,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),73.03,3326.78,No
1042-RMD,Male,0,No,No,22,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),43.37,922.85,No
9413-IZO,Male,0,No,No,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),51.39,1316.01,No
9818-RWC,Female,0,Yes,No,31,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Electronic check,85.76,2641.55,No
6747-TWZ,Male,0,No,Yes,48,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,97.7,4709.03,Yes
9190-NPZ,Female,0,No,No,56,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,72.15,4062.66,Yes
2210-LEO,Female,1,No,No,49,Yes,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),72.41,3514.63,No
7167-AQW,Male,0,Yes,No,67,Yes,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),61.88,4118.13,No
4759-XCB,Female,1,Yes,Yes,70,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),48.02,3381.6,No
2979-XZE,Male,0,Yes,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),24.83,1271.25,No
1077-RVK,Female,0,Yes,No,27,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,59.87,1610.23,No
6521-WBW,Female,0,Yes,No,43,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),55.54,2404.38,Yes
4819-YVD,Male,0,No,Yes,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),23.54,765.18,No
6552-HYZ,Female,0,No,No,45,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,85.26,3835.34,Yes
9654-GVC,Female,1,No,No,59,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,No,Electronic check,75.64,4442.85,No
7528-CCY,Male,1,No,Yes,26,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),63.78,1662.38,No
7887-BQU,Male,0,Yes,No,36,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,75.4,2686.24,No
4411-UUI,Female,0,No,Yes,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,52.34,162.02,No
4992-ISV,Female,0,No,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,47.0,2491.07,No
7382-KTX,Female,0,No,No,35,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),56.94,1964.34,No
4128-XEX,Male,0,No,No,33,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),71.94,2359.85,No
7550-PKT,Female,0,Yes,No,38,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),50.35,1901.95,No
9762-WZZ,Female,0,Yes,No,15,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),88.02,1345.96,No
9502-OMK,Male,0,Yes,No,43,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Mailed check,84.57,3605.88,No
9507-KAF,Female,1,Yes,No,54,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),58.37,3123.65,Yes
6814-PZZ,Male,0,No,Yes,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,34.9,859.42,No
1108-VTW,Male,1,Yes,No,9,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,72.76,674.58,No
6343-QBN,Male,0,Yes,Yes,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),40.83,1168.7,No
2902-FDN,Male,0,No,No,14,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),63.39,896.63,No
7691-CUZ,Male,0,Yes,No,27,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),62.71,1718.19,Yes
9758-RUB,Male,1,Yes,Yes,45,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,24.19,1129.23,No
8040-QLW,Male,0,Yes,No,8,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Electronic check,79.03,637.75,Yes
2386-SLV,Male,0,No,No,54,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),88.23,4736.36,No
1949-EWP,Female,0,Yes,Yes,16,Yes,No,DSL,No,Yes,No,No,No,No,Two year,Yes,Electronic check,47.5,757.29,No
5003-SUM,Male,0,Yes,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,35.05,2230.59,No
9575-XJM,Male,0,No,No,53,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),68.34,3635.84,No
2866-FGA,Female,0,No,No,19,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,47.93,893.46,No
7688-DGK,Male,1,No,No,41,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,33.46,1375.78,No
4013-UPC,Female,1,No,No,8,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,99.55,793.43,Yes
5012-TFD,Male,0,Yes,Yes,7,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,No,Electronic check,91.2,624.99,No
5343-MLQ,Male,0,Yes,No,69,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,69.34,4792.35,No
6892-JKV,Female,0,No,Yes,58,Yes,No phone service,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,33.0,1909.63,No
8277-EGP,Male,0,No,Yes,11,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,69.37,741.0,Yes
5548-QUJ,Female,0,Yes,Yes,20,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,31.96,600.77,No
3415-AGZ,Male,0,No,Yes,14,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,68.27,968.24,No
6157-WOY,Male,0,No,No,28,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),66.25,1812.78,Yes
9569-IUD,Female,0,Yes,No,21,Yes,No phone service,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Mailed check,53.71,1190.73,No
3764-LDB,Male,0,Yes,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),38.54,931.47,No
3258-IKO,Male,0,No,No,38,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Bank transfer (automatic),85.61,3197.54,Yes
1811-RGV,Female,1,No,No,13,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,No,Mailed check,60.08,803.0,Yes
8219-PPJ,Male,0,Yes,No,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,38.49,2503.2,No
1347-PAW,Male,0,No,No,53,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),88.93,4692.78,No
4461-OBI,Female,0,No,Yes,55,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,74.03,4083.94,No
3765-OFG,Male,0,Yes,No,12,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Bank transfer (automatic),98.9,1182.42,Yes
5347-OOI,Male,0,Yes,No,51,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,37.04,1912.9,No
7153-DLZ,Male,0,No,No,61,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),59.39,3607.17,No
6398-DQV,Female,0,No,No,12,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Mailed check,55.01,695.61,No
3978-FHT,Female,0,No,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,32.58,1754.3,No
7004-QFB,Female,0,Yes,No,26,No,No,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Mailed check,55.02,1419.42,No
1555-MBY,Male,0,No,No,57,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),80.31,4600.37,No
4015-OZM,Male,0,No,No,34,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,87.91,3020.47,No
5447-CIB,Male,1,Yes,No,58,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),62.77,3558.89,No
7019-MDZ,Male,1,Yes,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),40.93,307.66,No
8819-BZQ,Female,1,No,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,27.79,790.08,No
6612-WDX,Female,1,Yes,No,19,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,One year,No,Electronic check,72.85,1360.98,Yes
9324-SCO,Male,0,Yes,No,18,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),62.74,1083.08,No
2195-HSK,Male,0,Yes,Yes,22,No,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,84.75,1851.41,Yes
7518-MFK,Female,0,Yes,No,27,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,57.82,1663.03,Yes
7158-VYY,Male,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,23.5,164.95,Yes
8507-JGM,Male,1,Yes,No,51,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,84.5,4340.5,No
4101-SZY,Female,0,No,No,40,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Mailed check,59.01,2333.75,No
5175-MWR,Male,0,No,Yes,60,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),31.56,1842.77,No
1281-FAB,Female,0,Yes,Yes,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),45.8,2314.38,No
2497-LHP,Female,1,No,Yes,10,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,60.59,556.15,Yes
8959-CDP,Male,0,Yes,Yes,5,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Mailed check,78.44,337.32,Yes
8388-QRY,Male,0,No,Yes,30,Yes,No phone service,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,61.65,1824.13,Yes
5224-HNV,Male,0,Yes,Yes,35,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),50.13,1716.39,No
6220-ZHR,Female,0,No,No,17,Yes,No,DSL,No,No,No,No,No,Yes,Two year,Yes,Mailed check,69.84,1182.17,No
8172-MEX,Male,0,No,No,57,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.51,1174.97,No
2498-NQF,Female,0,Yes,No,42,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),63.29,2630.56,Yes
3882-QAT,Female,0,Yes,Yes,54,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),48.86,2660.47,No
6783-TUU,Female,0,Yes,No,7,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,63.3,419.85,No
6981-LMS,Female,0,No,Yes,59,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),78.39,4619.64,No
7216-CLT,Female,1,Yes,Yes,15,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,49.37,664.63,No
6791-BKV,Male,0,No,No,32,No,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),69.78,2235.83,No
7577-CYF,Female,0,Yes,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),35.92,1228.26,No
7715-WPC,Male,0,No,No,59,Yes,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),86.96,5158.46,No
2313-FCA,Female,1,Yes,No,20,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),54.92,1092.36,No
1152-MMJ,Female,0,Yes,Yes,17,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),26.89,416.6,Yes
3443-EEL,Male,0,No,No,24,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Mailed check,61.03,1521.84,No
3326-NZZ,Female,1,No,No,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,37.43,967.55,No
2994-MNH,Male,0,No,No,13,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),45.93,573.52,Yes
9826-FDD,Female,0,No,No,12,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),55.81,647.03,No
3175-APY,Female,0,Yes,No,16,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Credit card (automatic),59.75,1028.55,No
7537-TWO,Male,0,Yes,No,34,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),52.06,1765.9,No
6948-UAH,Male,1,Yes,No,25,Yes,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,38.25,972.02,Yes
2944-POE,Female,0,No,No,28,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),46.92,1306.65,No
2114-VDV,Female,1,No,Yes,52,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Bank transfer (automatic),64.43,3348.08,Yes
8311-VTU,Female,1,No,Yes,17,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,82.88,1394.09,No
2808-JMW,Male,0,No,Yes,66,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,28.73,1945.96,No
9811-JPY,Female,0,Yes,No,54,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),66.71,3603.88,No
7512-MRX,Male,0,No,No,12,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,117.36,1359.05,Yes
4773-RVM,Female,0,No,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),38.4,858.59,No
1704-CPA,Male,0,Yes,No,13,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,No,Credit card (automatic),70.13,907.67,No
4705-AWV,Male,0,Yes,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.13,376.81,Yes
6572-XHY,Female,1,No,Yes,26,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,65.04,1679.43,Yes
7868-XKG,Male,0,No,Yes,9,Yes,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,91.81,807.35,Yes
7991-MCZ,Male,1,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.22,51.52,No
4292-FOM,Female,0,No,No,32,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),75.44,2479.15,No
2128-KNJ,Female,0,No,No,51,Yes,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,87.15,4379.59,Yes
8932-QBO,Male,0,No,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,35.47,783.21,No
4933-XUI,Male,0,No,Yes,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),49.03,3020.95,No
2067-RBF,Male,0,No,Yes,26,Yes,No,DSL,Yes,Yes,No,No,No,Yes,One year,Yes,Electronic check,71.92,1838.0,No
5352-XYB,Male,0,No,Yes,65,No,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),35.71,2245.67,No
6917-KWX,Male,0,Yes,No,17,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),71.41,1226.6,Yes
9447-SNC,Female,1,No,No,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),37.14,1431.54,No
1647-MCN,Male,0,Yes,Yes,55,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),90.4,4952.99,No
7439-ORS,Female,0,No,No,4,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),41.74,209.05,No
3060-LTO,Female,0,Yes,No,67,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,78.33,5232.73,No
3170-JOD,Male,0,Yes,No,26,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,50.93,1307.32,No
4339-MSM,Female,0,Yes,Yes,36,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,70.91,2506.0,No
7147-WVG,Female,0,No,No,45,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Electronic check,40.72,1800.62,No
3531-ZKD,Female,0,Yes,No,46,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),63.7,2981.52,No
3036-FNS,Female,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.6,106.01,Yes
1399-SXI,Male,0,No,No,63,No,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,39.49,2532.94,No
4053-WIU,Male,1,No,Yes,45,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),63.81,2842.03,No
4711-CIZ,Male,0,No,Yes,72,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,59.2,4275.04,No
6936-SYL,Male,0,No,Yes,34,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,50.2,1743.47,Yes
5591-TVK,Female,0,No,No,44,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),76.61,3391.12,Yes
3942-IKB,Female,0,No,No,32,Yes,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,44.14,1467.79,No
9108-LBZ,Female,0,Yes,No,64,Yes,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,45.21,2907.51,No
5552-YVV,Male,0,Yes,No,60,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Electronic check,80.7,4841.94,No
6467-QCC,Male,0,No,Yes,66,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),57.71,3726.46,No
1541-PWK,Female,0,Yes,No,36,Yes,No phone service,DSL,No,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),62.29,2257.03,No
4654-QMU,Male,0,Yes,No,57,No,No,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),56.85,3261.37,No
2615-UMD,Male,0,No,No,26,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,No,Electronic check,40.79,1100.7,No
4741-TUU,Male,0,Yes,Yes,33,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),54.59,1773.66,Yes
1839-FQW,Female,0,No,No,55,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,69.86,3841.12,No
9740-DHV,Male,1,No,No,5,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),53.08,209.75,Yes
7518-ICB,Female,0,No,No,51,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,No,Electronic check,59.93,2999.97,No
5348-CJG,Female,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,37.0,54.95,No
7478-RYI,Male,0,No,No,42,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Electronic check,87.25,3708.83,No
7874-BET,Male,1,No,No,34,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,54.94,1913.52,Yes
8362-QAA,Female,0,No,Yes,34,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.63,3096.77,Yes
7146-BBV,Female,0,Yes,Yes,36,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Electronic check,46.85,1758.21,No
8558-KXE,Male,0,No,No,35,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),50.95,1769.51,Yes
6851-PGU,Male,0,Yes,No,29,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Mailed check,64.89,1913.25,No
2797-SFF,Female,0,No,No,32,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),101.56,3203.79,No
3794-KNG,Female,1,No,No,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,36.44,1384.02,No
1486-FUG,Male,0,No,No,55,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,69.28,3793.55,No
5492-NOF,Female,0,Yes,No,40,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),52.69,2103.38,No
6829-HEA,Male,0,Yes,Yes,46,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,70.7,3260.41,Yes
6425-DKE,Female,0,No,No,61,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),59.76,3638.84,No
5217-UPR,Female,1,No,Yes,72,No,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),68.36,4934.57,No
3185-HCU,Female,0,No,Yes,7,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,67.04,530.19,Yes
4721-ZDW,Male,0,No,No,52,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),55.02,2886.87,No
1702-LSQ,Female,0,No,No,16,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),72.96,1140.56,Yes
6515-TEI,Male,0,No,No,14,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),71.27,909.84,No
5425-NXW,Female,1,No,No,57,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,76.33,4313.17,No
9196-GLU,Female,0,Yes,Yes,5,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,56.59,329.96,No
9238-KWG,Male,1,Yes,No,61,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),58.18,3531.35,No
2094-QHN,Female,0,No,No,56,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,52.18,2945.83,No
3375-IBQ,Female,1,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,101.9,7359.21,Yes
5930-KPK,Male,0,Yes,No,48,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),82.09,3938.37,No
1465-OPR,Female,0,No,Yes,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,40.71,2561.69,No
2934-IGN,Female,0,No,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),27.65,197.95,No
1249-BAV,Female,0,Yes,No,64,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Credit card (automatic),81.03,5263.87,No
